Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncomeTrans
35.0,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,10221.0,19394,9,No,19,4.0,3,0,10,3.0,3,8.0,1,0,0,9.232199706329077
32.0,No,Travel_Rarely,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,6516.717073170732,5530,0,No,13,3.0,3,2,3,5.0,3,6.0,2,2,1,8.782126011728899
36.0,No,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,4689.757785467128,23785,1,No,15,3.0,3,0,1,3.0,3,2.0,0,0,0,8.453136215216944
35.906122448979595,No,Non-Travel,1277,Sales,2,3,Life Sciences,3,Female,74,3,3,Sales Executive,4,Divorced,5093.0,5596,4,Yes,12,3.0,2,1,13,2.0,2,1.0,6,0,3,8.535622326884605
32.368,Yes,Travel_Rarely,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2936.0,7160,1,No,15,3.0,1,2,1,4.0,3,6.0,0,0,0,7.984803389734406
43.0,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,7510.0,4732,2,No,11,3.0,2,0,5,1.0,2,10.0,2,1,2,8.92399074475818
39.0,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Female,47,3,1,Laboratory Technician,4,Married,9474.52564102564,20251,0,No,11,4.0,3,1,16,2.0,3,19.0,13,10,11,9.156361964425669
56.0,No,Travel_Frequently,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,13212.0,25412,9,No,17,3.0,3,1,9,2.0,3,7.0,3,1,2,9.48888078651068
52.0,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,6020.0,23978,3,No,21,3.0,2,1,15,2.0,1,5.0,0,0,0,8.702842538302868
50.0,No,Travel_Rarely,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10496.0,15813,3,No,18,3.0,2,1,23,2.0,3,4.0,2,1,2,9.25874951118387
34.0,Yes,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,6274.0,26820,1,Yes,19,4.0,4,0,0,5.0,2,6.0,0,0,0,8.744169388750624
18.0,Yes,Non-Travel,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,1514.0,3129,1,No,22,3.0,2,0,14,4.0,3,0.0,7,3,8,7.322510433997394
38.0,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,2821.0,13523,9,No,12,3.0,1,1,9,2.0,3,2.0,2,2,2,7.944846711001996
34.0,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,5343.0,15346,6,Yes,14,4.0,2,1,6,2.0,3,13.0,2,1,2,8.583542571957771
35.0,No,Travel_Rarely,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,4581.0,4809,1,No,21,4.0,3,2,9,2.0,2,11.0,7,1,7,8.429672593886743
42.0,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Female,49,3,2,Manufacturing Director,3,Married,5231.0,5151,2,No,16,3.0,2,1,17,1.0,3,5.0,7,0,7,8.562357743370612
27.0,No,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Male,96,3,2,Sales Executive,3,Divorced,6142.0,13693,8,No,14,4.0,3,1,18,0.0,3,6.0,7,7,7,8.722905701000768
20.0,No,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,1009.0,9125,1,No,13,3.0,1,0,5,5.0,3,1.0,3,1,2,6.9167150203536085
46.0,No,Non-Travel,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,7991.0,16901,1,No,22,3.0,4,1,1,3.0,3,2.0,0,0,1,8.986071187374463
37.0,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,6474.0,21728,1,Yes,22,3.0,4,0,4,2.0,2,14.0,3,0,2,8.775549434486189
24.0,No,Travel_Rarely,1216,Research & Development,15,4,Life Sciences,1,Female,87,3,4,Research Director,3,Married,6020.0,21624,2,Yes,14,3.0,2,0,23,6.0,3,4.0,2,2,2,8.702842538302868
46.0,No,Travel_Rarely,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,5562.0,12992,3,Yes,14,3.0,4,2,17,2.0,3,10.0,7,6,7,8.62371303479391
40.0,No,Travel_Rarely,829,Research & Development,15,3,Medical,2,Female,71,3,4,Research Director,1,Divorced,2213.0,11929,7,No,14,3.0,4,2,16,3.0,2,7.0,8,6,9,7.70210434005105
50.0,No,Travel_Frequently,523,Research & Development,2,3,Life Sciences,3,Female,98,3,2,Research Scientist,4,Single,9208.0,22455,1,No,13,3.0,3,0,9,3.0,3,2.0,8,8,8,9.127827950401718
56.0,No,Travel_Rarely,1082,Research & Development,27,3,Life Sciences,3,Male,83,3,3,Manufacturing Director,1,Married,13402.0,11535,8,No,11,3.0,3,1,18,0.0,3,19.0,7,0,1,9.503159228533116
18.0,No,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,1200.0,5549,1,No,14,3.0,3,0,16,2.0,2,0.0,11,5,11,7.090076835776092
35.0,No,Travel_Rarely,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,9474.52564102564,15302,2,No,13,4.0,3,0,21,2.0,2,10.0,0,1,3,9.156361964425669
33.0,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Female,94,2,3,Sales Executive,1,Divorced,6949.0,3088,2,No,11,3.0,1,1,12,2.0,3,5.0,7,1,7,8.846353043314327
27.0,No,Non-Travel,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6349.0,23687,6,No,13,3.0,2,1,13,0.0,3,5.0,9,5,9,8.75605259917045
36.0,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,4689.757785467128,25713,1,Yes,14,4.0,3,0,11,2.0,2,1.0,9,4,10,8.453136215216944
43.0,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Male,60,3,3,Research Director,3,Married,7847.0,24001,9,No,12,3.0,1,1,16,3.0,1,10.0,3,0,3,8.967886572127473
28.0,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,3660.0,14011,5,No,21,3.0,3,3,14,4.0,3,8.0,7,0,7,8.205218426395412
40.0,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,5473.0,12102,0,No,19,3.0,4,1,3,5.0,3,8.0,2,1,2,8.607582191143917
31.0,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Female,96,1,2,Manufacturing Director,2,Married,2109.0,3173,1,No,14,3.0,2,2,8,3.0,2,3.0,6,1,7,7.653969180478774
49.0,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Female,37,3,2,Sales Executive,4,Single,16413.0,21519,4,No,16,3.0,3,0,12,2.0,2,4.0,7,7,3,9.705828982731935
35.0,No,Travel_Rarely,1324,Research & Development,3,3,Medical,3,Male,81,4,1,Laboratory Technician,1,Married,3407.0,9964,4,Yes,20,3.0,1,3,12,2.0,2,10.0,0,0,0,8.133587417660966
41.0,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4766.0,15182,3,No,12,3.0,1,0,6,2.0,3,1.0,2,2,2,8.469262657658687
37.2520325203252,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,7861.0,21086,6,No,14,3.0,3,3,29,4.0,3,1.0,2,1,2,8.969669103793757
36.0,No,Travel_Frequently,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,5562.0,4022,6,No,14,3.0,1,0,36,3.0,3,3.0,3,7,7,8.62371303479391
36.0,Yes,Travel_Rarely,306,Sales,26,4,Life Sciences,1,Male,100,3,2,Sales Executive,1,Married,2741.0,5630,2,No,14,3.0,4,2,5,4.0,3,7.0,1,0,0,7.916078096302786
39.0,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Male,65,3,1,Research Scientist,1,Married,13464.0,16530,8,No,12,4.0,4,1,10,2.0,2,4.0,2,7,6,9.507774735870642
43.0,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2645.0,17852,1,No,11,3.0,4,0,6,2.0,2,5.0,5,1,1,7.8804263442924
49.0,Yes,Travel_Frequently,202,Research & Development,8,3,Life Sciences,1,Male,34,2,1,Research Scientist,2,Single,19161.0,22262,1,No,12,3.0,3,0,1,3.0,4,5.0,0,0,0,9.860632242229698
31.0,No,Travel_Rarely,1271,Research & Development,2,1,Medical,2,Female,35,3,1,Research Scientist,4,Single,6812.0,9068,5,Yes,14,3.0,4,0,8,2.0,3,10.0,1,2,2,8.826441041782578
33.0,Yes,Non-Travel,1420,Sales,2,1,Marketing,3,Female,85,3,1,Sales Representative,1,Divorced,2342.0,16346,0,No,11,3.0,2,1,5,2.0,3,2.0,3,0,2,7.758760544157663
41.0,No,Travel_Rarely,1296,Research & Development,6,3,Life Sciences,3,Female,30,3,2,Healthcare Representative,4,Divorced,3376.0,5335,3,No,23,3.0,3,1,15,2.0,1,10.0,11,4,7,8.124446855715847
43.034749034749034,No,Travel_Rarely,636,Research & Development,10,4,Life Sciences,3,Male,35,3,5,Research Director,1,Single,10793.0,25594,9,Yes,11,3.0,4,0,22,5.0,3,13.0,2,1,2,9.286653054825347
50.0,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Male,68,3,3,Manufacturing Director,1,Married,19144.0,6009,1,No,11,3.0,4,0,9,4.0,3,10.0,7,0,7,9.85974462958821
34.0,No,Non-Travel,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,4568.0,25751,3,No,19,4.0,1,0,5,2.0,3,9.0,0,0,0,8.426830751335846
32.368,No,Travel_Rarely,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,1081.0,14115,1,No,22,3.0,4,1,22,3.0,2,1.0,3,11,11,6.985641817639208
55.0,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Male,73,3,3,Healthcare Representative,4,Married,10239.0,14075,1,No,11,3.0,4,1,10,4.0,3,1.0,7,0,5,9.233959237574817
60.0,No,Travel_Rarely,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,9474.52564102564,8306,1,No,16,3.0,3,0,6,5.0,3,29.0,2,1,3,9.156361964425669
45.0,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Female,79,3,2,Laboratory Technician,3,Married,18824.0,22949,1,Yes,12,3.0,2,1,15,2.0,3,24.0,14,5,7,9.842887930407198
27.0,Yes,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,6516.717073170732,9947,1,Yes,13,3.0,2,0,1,5.0,4,7.0,0,0,0,8.782126011728899
41.0,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Female,84,4,1,Laboratory Technician,3,Single,6811.0,25470,0,No,14,3.0,1,0,7,3.0,1,8.0,5,1,3,8.826294231241318
26.0,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6516.717073170732,12291,0,No,14,4.0,1,0,6,2.0,3,8.0,0,1,4,8.782126011728899
32.368,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Male,91,3,4,Manager,1,Married,2632.0,5626,7,No,16,3.0,2,1,22,2.0,3,5.0,16,11,8,7.875499292445208
43.0,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,19740.0,10950,2,No,11,3.0,3,0,15,2.0,3,8.0,3,1,3,9.890402312987472
29.0,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2362.0,3020,2,Yes,16,3.0,1,1,6,2.0,2,9.0,0,2,0,7.767263996757308
29.0,No,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,2720.0,11148,1,No,12,3.0,2,0,7,5.0,3,10.0,7,0,7,7.908387159290043
40.0,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Male,52,2,2,Manufacturing Director,4,Single,3319.0,20234,5,Yes,24,3.0,2,0,12,2.0,2,9.0,0,0,0,8.107418811719974
35.0,No,Non-Travel,153,Research & Development,8,2,Life Sciences,2,Male,73,4,3,Research Director,1,Married,9884.0,17802,0,Yes,12,3.0,3,3,9,3.0,2,4.0,7,1,7,9.1986725671085
35.906122448979595,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,4689.757785467128,21447,6,No,13,3.0,1,0,15,2.0,3,1.0,0,0,0,8.453136215216944
54.0,No,Travel_Rarely,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,10725.0,11827,0,No,14,3.0,4,0,5,1.0,3,9.0,2,1,3,9.280332743796217
39.0,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,4553.0,14935,2,No,11,3.0,3,0,5,4.0,1,20.0,0,0,0,8.423541635334782
39.0,No,Travel_Rarely,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,6120.0,25063,8,Yes,14,3.0,4,1,3,2.0,3,5.0,1,0,0,8.719317375506371
32.368,Yes,Travel_Frequently,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,2973.0,9489,8,No,13,3.0,2,0,7,2.0,2,5.0,3,1,3,7.997326822998097
28.0,No,Travel_Rarely,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,1563.0,16225,1,No,13,3.0,2,1,24,2.0,2,1.0,7,14,9,7.354362330421477
34.0,No,Travel_Frequently,157,Research & Development,10,3,Medical,3,Male,77,3,2,Manufacturing Director,1,Single,6516.717073170732,25198,6,Yes,19,3.0,4,0,9,3.0,3,7.0,2,1,4,8.782126011728899
45.0,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,9380.0,17624,0,No,12,3.0,4,0,4,4.0,4,3.0,2,1,2,9.14633504200027
24.0,Yes,Travel_Frequently,607,Research & Development,2,5,Technical Degree,3,Male,78,2,3,Manufacturing Director,4,Married,2145.0,14618,0,No,16,3.0,2,1,34,2.0,3,5.0,7,1,9,7.6708948313621175
41.0,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Male,84,3,3,Healthcare Representative,4,Single,19419.0,22930,0,Yes,12,3.0,1,0,9,2.0,3,18.0,7,7,7,9.874007247213619
27.0,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,3517.0,4223,3,Yes,16,3.0,3,0,10,2.0,3,3.0,2,0,4,8.165363632473982
28.0,No,Travel_Rarely,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,4382.0,26537,1,No,13,3.0,2,1,2,2.0,4,2.0,2,2,2,8.385260520155413
29.0,No,Non-Travel,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,4649.0,5200,6,No,24,3.0,3,1,22,3.0,3,4.0,1,1,0,8.444407421690585
52.0,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,19845.0,3498,3,No,16,3.0,2,2,27,2.0,3,32.0,2,1,2,9.895707365217167
44.0,Yes,Travel_Rarely,523,Research & Development,2,3,Life Sciences,2,Female,94,3,1,Laboratory Technician,4,Married,4689.757785467128,21081,6,Yes,13,3.0,3,1,7,1.0,1,2.0,2,2,2,8.453136215216944
27.0,No,Travel_Rarely,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,2539.0,25592,1,Yes,15,3.0,4,1,34,0.0,3,4.0,9,15,0,7.839525581704678
55.0,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Male,82,3,1,Research Scientist,1,Divorced,5160.0,19905,0,Yes,13,3.0,2,2,6,3.0,2,9.0,3,4,3,8.548691858475609
29.0,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,2800.0,20978,1,No,11,3.0,1,0,20,3.0,3,3.0,7,11,10,7.937374696163295
52.0,No,Travel_Rarely,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,13247.0,22308,4,Yes,20,3.0,4,3,27,2.0,2,5.0,2,0,2,9.491526390684262
53.0,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Female,99,2,2,Healthcare Representative,4,Married,10934.0,15830,1,No,19,3.0,1,3,11,2.0,3,5.0,10,10,8,9.299632479454944
37.2520325203252,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,6516.717073170732,11992,1,No,24,4.0,1,2,2,3.0,3,7.0,2,2,2,8.782126011728899
38.0,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Female,86,3,1,Research Scientist,4,Married,6516.717073170732,10077,0,Yes,12,3.0,3,1,6,4.0,3,9.0,2,0,3,8.782126011728899
30.0,Yes,Travel_Rarely,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,9474.52564102564,20366,6,Yes,12,3.0,4,0,7,2.0,3,10.0,2,2,2,9.156361964425669
37.2520325203252,Yes,Travel_Frequently,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,5968.0,16374,6,No,17,4.0,4,0,5,2.0,2,9.0,2,2,1,8.694167141883597
51.0,No,Travel_Rarely,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,13116.0,22534,4,No,13,3.0,3,2,15,2.0,4,2.0,8,5,10,9.48158813796454
24.0,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,2694.0,8532,9,No,16,3.0,2,1,6,4.0,3,1.0,2,0,0,7.898782356970309
28.0,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,4936.0,4306,5,Yes,11,3.0,3,0,6,6.0,3,5.0,2,1,2,8.504310565585223
42.0,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Male,83,3,2,Sales Executive,3,Single,4841.0,19558,0,No,11,3.0,2,0,6,3.0,3,1.0,4,4,4,8.484876589939695
54.0,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,17328.0,11133,1,No,21,3.0,1,0,1,3.0,3,5.0,0,0,0,9.760078969240771
39.0,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,6389.0,7505,0,No,12,3.0,4,2,5,3.0,3,8.0,2,1,2,8.762333040602343
37.2520325203252,No,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Female,91,2,2,Sales Executive,3,Married,6516.717073170732,16985,1,No,14,3.0,3,1,13,3.0,2,9.0,8,4,8,8.782126011728899
31.0,No,Non-Travel,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,9852.0,4244,2,Yes,20,3.0,1,2,20,5.0,2,10.0,2,0,3,9.195429759240428
31.0,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Male,58,3,1,Human Resources,3,Divorced,2791.0,22808,0,Yes,11,3.0,2,1,8,4.0,2,2.0,7,1,0,7.934155233536322
29.0,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,6020.0,12719,1,No,25,3.0,3,1,3,3.0,3,5.0,2,1,2,8.702842538302868
37.0,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Female,51,3,1,Research Scientist,3,Single,7491.0,26227,4,No,24,3.0,1,0,7,3.0,3,6.0,0,0,0,8.921457578947884
57.0,Yes,Travel_Rarely,878,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,4900.0,14255,7,No,12,4.0,4,2,12,2.0,3,12.0,3,0,1,8.496990484098719
34.0,No,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,2308.0,5141,8,No,14,4.0,2,3,7,4.0,3,11.0,2,2,2,7.744136627627991
37.2520325203252,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,6020.0,6311,0,No,13,4.0,2,1,15,3.0,3,5.0,10,4,10,8.702842538302868
46.0,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,9071.0,22589,1,No,11,3.0,1,2,10,3.0,3,3.0,0,0,2,9.112837790614945
34.0,No,Travel_Rarely,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,5337.0,19944,2,No,11,3.0,3,0,10,3.0,3,10.0,2,2,2,8.582418976333944
32.368,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,3424.0,3064,6,No,17,3.0,3,0,6,3.0,2,4.0,3,1,2,8.138564737261632
58.0,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Female,51,3,1,Research Scientist,2,Married,10312.0,13364,0,Yes,16,3.0,4,1,6,2.0,2,40.0,2,1,1,9.241063544619024
41.0,No,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,6516.717073170732,8045,2,No,14,3.0,3,1,8,2.0,4,9.0,1,1,2,8.782126011728899
21.0,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,2716.0,22456,3,Yes,21,3.0,3,1,32,0.0,3,1.0,8,1,5,7.906915488678587
40.0,No,Travel_Rarely,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,2387.0,23163,1,No,12,4.0,2,0,9,3.0,2,4.0,7,0,8,7.77779262633883
26.0,No,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,2570.0,16900,1,No,18,4.0,3,2,1,5.0,3,7.0,0,0,0,7.851661177889265
37.2520325203252,No,Travel_Frequently,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,5257.0,22174,3,No,19,3.0,3,1,18,3.0,3,9.0,0,0,0,8.567315800819449
45.0,No,Non-Travel,1368,Research & Development,28,4,Technical Degree,4,Male,88,2,2,Healthcare Representative,4,Married,4447.0,4386,0,No,11,3.0,4,3,7,5.0,4,9.0,5,0,4,8.399984990510696
32.368,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Male,91,2,3,Healthcare Representative,2,Single,2660.0,21195,1,No,19,3.0,4,0,11,2.0,1,2.0,8,3,3,7.886081401775745
18.0,No,Non-Travel,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,1904.0,22482,1,No,16,3.0,4,1,4,0.0,2,0.0,2,2,2,7.55171221535131
35.906122448979595,Yes,Travel_Rarely,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,4689.757785467128,20293,6,No,17,3.0,1,1,5,2.0,1,0.0,0,0,0,8.453136215216944
48.0,No,Travel_Rarely,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,12504.0,2112,2,Yes,17,4.0,1,0,10,3.0,3,0.0,7,0,7,9.433803872101313
26.0,Yes,Travel_Rarely,602,Sales,1,1,Technical Degree,3,Male,100,1,1,Sales Representative,1,Single,2061.0,20989,0,No,21,4.0,1,0,1,5.0,4,1.0,0,0,0,7.630946580890459
26.0,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2293.0,10826,1,Yes,11,3.0,3,0,6,2.0,3,1.0,4,0,2,7.737616282857904
43.034749034749034,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,14411.0,21141,1,No,15,3.0,1,1,21,2.0,3,5.0,9,13,3,9.575747082838362
53.0,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Female,66,3,2,Manufacturing Director,2,Married,19094.0,7693,4,No,21,3.0,3,0,7,3.0,3,14.0,4,1,0,9.857129428557979
27.0,No,Travel_Rarely,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5769.0,3193,2,No,19,3.0,1,2,10,3.0,3,6.0,3,1,3,8.660254034256889
27.0,No,Travel_Frequently,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,2580.0,15682,0,Yes,14,3.0,2,1,12,2.0,3,4.0,10,2,9,7.855544677915663
33.0,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,5487.0,24444,2,Yes,13,3.0,4,3,9,2.0,3,10.0,3,1,0,8.610136937058975
44.0,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Male,41,3,1,Laboratory Technician,1,Single,4689.757785467128,10224,7,No,22,3.0,1,0,10,5.0,4,2.0,4,0,4,8.453136215216944
32.368,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,4,Female,40,3,3,Healthcare Representative,4,Married,3291.0,18611,2,Yes,14,3.0,3,1,24,2.0,1,7.0,8,13,9,8.098946748943339
53.0,No,Travel_Rarely,541,Sales,3,4,Medical,1,Female,48,2,3,Sales Executive,4,Married,10169.0,7246,4,No,11,3.0,1,1,16,2.0,3,33.0,9,1,12,9.227099155791137
26.0,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,5828.0,21777,0,Yes,17,3.0,1,1,2,0.0,2,8.0,0,0,0,8.670429167315095
50.0,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Male,91,2,1,Research Scientist,1,Divorced,3221.0,10007,1,No,13,3.0,3,1,1,3.0,3,20.0,0,0,0,8.0774471493312
30.0,No,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,2132.0,20115,2,Yes,11,3.0,4,1,8,2.0,3,5.0,2,1,4,7.664815785285735
41.0,No,Travel_Rarely,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,6032.0,16928,1,No,14,3.0,1,1,4,3.0,2,5.0,3,0,2,8.704833909687792
35.906122448979595,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Male,95,4,2,Laboratory Technician,4,Married,5021.0,23726,2,Yes,13,4.0,2,1,17,2.0,2,4.0,3,1,3,8.521384396034705
